"","taxa","myc"
"3966","Passiflora_hahnii","AM"
"3967","Passiflora_sodiroi","AM"
"3968","Passiflora_sp._KEPU-2013d","AM"
"3969","Passiflora_apoda","AM"
"3970","Passiflora_monadelpha","AM"
"3971","Passiflora_truncata","AM"
"3972","Passiflora_ferruginea","AM"
"3973","Passiflora_rufa","AM"
"3974","Passiflora_auriculata","AM"
"3975","Passiflora_lobbii","AM"
"3976","Passiflora_podlechii","AM"
"3977","Passiflora_lobbii_subsp._obtusiloba","AM"
"3978","Passiflora_lobbii_subsp._ayacuchoensis","AM"
"3979","Passiflora_sagasteguii","AM"
"3980","Passiflora_solomonii","AM"
"3981","Passiflora_inca","AM"
"3982","Passiflora_adenopoda","AM"
"3983","Passiflora_gracilis","AM"
"3984","Passiflora_lobata","AM"
"3985","Passiflora_morifolia","AM"
"3986","Passiflora_pilosa","AM"
"3987","Passiflora_bryonioides","AM"
"3988","Passiflora_karwinskii","AM"
"3989","Passiflora_colimensis","AM"
"3990","Passiflora_dolichocarpa","AM"
"3991","Passiflora_sicyoides","AM"
"3992","Passiflora_exsudans","AM"
"3993","Passiflora_pendens","AM"
"3994","Passiflora_pallida","AM"
"3995","Passiflora_tacanensis","AM"
"3996","Passiflora_sexocellata","AM"
"3997","Passiflora_coriacea","AM"
"3998","Passiflora_suberosa","AM"
"3999","Passiflora_litoralis","AM"
"4000","Passiflora_lancifolia","AM"
"4001","Passiflora_obtusifolia","AM"
"4002","Passiflora_mcvaughiana","AM"
"4003","Passiflora_viridiflora","AM"
"4004","Passiflora_juliana","AM"
"4005","Passiflora_tenuiloba","AM"
"4006","Passiflora_xiikzodz_subsp._itzensis","AM"
"4007","Passiflora_xiikzodz","AM"
"4008","Passiflora_pavonis","AM"
"4009","Passiflora_lutea","AM"
"4010","Passiflora_tenella","AM"
"4011","Passiflora_sexflora","AM"
"4012","Passiflora_anadenia","AM"
"4013","Passiflora_bicrura","AM"
"4014","Passiflora_berteroana","AM"
"4015","Passiflora_complanata","AM"
"4016","Passiflora_rugosissima","AM"
"4017","Passiflora_escobariana","AM"
"4018","Passiflora_capsularis","AM"
"4019","Passiflora_rubra","AM"
"4020","Passiflora_sanguinolenta","AM"
"4021","Passiflora_costaricensis","AM"
"4022","Passiflora_rovirosae","AM"
"4023","Passiflora_cobanensis","AM"
"4024","Passiflora_pusilla","AM"
"4025","Passiflora_citrina","AM"
"4026","Passiflora_tulae","AM"
"4027","Passiflora_helleri","AM"
"4028","Passiflora_murucuja","AM"
"4029","Passiflora_talamancensis","AM"
"4030","Passiflora_calcicola","AM"
"4031","Passiflora_oblongata","AM"
"4032","Passiflora_penduliflora","AM"
"4033","Passiflora_perfoliata","AM"
"4034","Passiflora_cupraea","AM"
"4035","Passiflora_maestrensis","AM"
"4036","Passiflora_cubensis","AM"
"4037","Passiflora_cuneata","AM"
"4038","Passiflora_yucatanensis","AM"
"4039","Passiflora_biflora","AM"
"4040","Passiflora_bicornis","AM"
"4041","Passiflora_mexicana","AM"
"4042","Passiflora_gilbertiana","AM"
"4043","Passiflora_allantophylla","AM"
"4044","Passiflora_boenderi","AM"
"4045","Passiflora_lancearia","AM"
"4046","Passiflora_ornithoura","AM"
"4047","Passiflora_apetala","AM"
"4048","Passiflora_organensis","AM"
"4049","Passiflora_colinvauxii","AM"
"4050","Passiflora_punctata","AM"
"4051","Passiflora_pulchella","AM"
"4052","Passiflora_pardifolia","AM"
"4053","Passiflora_vespertilio","AM"
"4054","Passiflora_micropetala","AM"
"4055","Passiflora_sandrae","AM"
"4056","Passiflora_tuberosa","AM"
"4057","Passiflora_pohlii","AM"
"4058","Passiflora_leptoclada","AM"
"4059","Passiflora_misera","AM"
"4060","Passiflora_trifasciata","AM"
"4061","Passiflora_tricuspis","AM"
"4062","Passiflora_urnifolia","AM"
"4063","Passiflora_telesiphe","AM"
"4064","Passiflora_tatei","AM"
"4065","Passiflora_ichthyura","AM"
"4066","Passiflora_chrysosepala","AM"
"4067","Passiflora_alnifolia","AM"
"4068","Passiflora_chelidonea","AM"
"4069","Passiflora_bogotensis","AM"
"4070","Passiflora_bicuspidata","AM"
"4071","Passiflora_standleyi","AM"
"4072","Passiflora_multiflora","AM"
"4073","Passiflora_holosericea","AM"
"4074","Passiflora_henryi","AM"
"4075","Passiflora_xishuangbannaensis","AM"
"4076","Passiflora_papilio","AM"
"4077","Passiflora_cupiformis","AM"
"4078","Passiflora_filipes","AM"
"4079","Passiflora_jianfengensis","AM"
"4080","Passiflora_eberhardtii","AM"
"4081","Passiflora_wilsonii","AM"
"4082","Passiflora_jugorum","AM"
"4083","Passiflora_leschenaultii","AM"
"4084","Passiflora_kwangtungensis","AM"
"4085","Passiflora_altebilobata","AM"
"4086","Passiflora_geminiflora","AM"
"4087","Passiflora_perakensis","AM"
"4088","Passiflora_tonkinensis","AM"
"4089","Passiflora_siamica","AM"
"4090","Passiflora_hollrungii","AM"
"4091","Passiflora_aurantia","AM"
"4092","Passiflora_herbertiana","AM"
"4093","Passiflora_cinnabarina","AM"
"4094","Passiflora_contracta","AM"
"4095","Passiflora_cirrhiflora","AM"
"4096","Passiflora_tetrandra","AM"
"4097","Passiflora_kuranda","AM"
"4098","Passiflora_aurantioides","AM"
"4099","Passiflora_elegans","AM"
"4100","Passiflora_sidifolia","AM"
"4101","Passiflora_actinia","AM"
"4102","Passiflora_ligularis","AM"
"4103","Passiflora_seemannii","AM"
"4104","Passiflora_serratodigitata","AM"
"4105","Passiflora_maliformis","AM"
"4106","Passiflora_serrulata","AM"
"4107","Passiflora_platyloba","AM"
"4108","Passiflora_serratifolia","AM"
"4109","Passiflora_ambigua","AM"
"4110","Passiflora_cincinnata","AM"
"4111","Passiflora_hybrid_cultivar","AM"
"4112","Passiflora_incarnata","AM"
"4113","Passiflora_odontophylla","AM"
"4114","Passiflora_edulis_f._flavicarpa","AM"
"4115","Passiflora_edulis","AM"
"4116","Passiflora_laurifolia","AM"
"4117","Passiflora_alata","AM"
"4118","Passiflora_quadrangularis","AM"
"4119","Passiflora_phoenicia","AM"
"4120","Passiflora_malacophylla","AM"
"4121","Passiflora_bahiensis","AM"
"4122","Passiflora_nitida","AM"
"4123","Passiflora_quadriglandulosa","AM"
"4124","Passiflora_vitifolia","AM"
"4125","Passiflora_speciosa","AM"
"4126","Passiflora_coccinea","AM"
"4127","Passiflora_trintae","AM"
"4128","Passiflora_setacea","AM"
"4129","Passiflora_hatschbachii","AM"
"4130","Passiflora_recurva","AM"
"4131","Passiflora_villosa","AM"
"4132","Passiflora_racemosa","AM"
"4133","Passiflora_subrotunda","AM"
"4134","Passiflora_mucronata","AM"
"4135","Passiflora_caerulea","AM"
"4136","Passiflora_urubiciensis","AM"
"4137","Passiflora_miersii","AM"
"4138","Passiflora_amethystina","AM"
"4139","Passiflora_deltoifolia","AM"
"4140","Passiflora_gardneri","AM"
"4141","Passiflora_menispermifolia","AM"
"4142","Passiflora_oerstedii","AM"
"4143","Passiflora_edmundoi","AM"
"4144","Passiflora_sprucei","AM"
"4145","Passiflora_eichleriana","AM"
"4146","Passiflora_tenuifila","AM"
"4147","Passiflora_gibertii","AM"
"4148","Passiflora_tucumanensis","AM"
"4149","Passiflora_jilekii","AM"
"4150","Passiflora_pilosicorona","AM"
"4151","Passiflora_mandonii","AM"
"4152","Passiflora_pinnatistipula","AM"
"4153","Passiflora_insignis","AM"
"4154","Passiflora_jamesonii","AM"
"4155","Passiflora_zamorana","AM"
"4156","Passiflora_sanctae-barbarae","AM"
"4157","Passiflora_manicata","AM"
"4158","Passiflora_cumbalensis","AM"
"4159","Passiflora_loxensis","AM"
"4160","Passiflora_glaberrima","AM"
"4161","Passiflora_amazonica","AM"
"4162","Passiflora_macropoda","AM"
"4163","Passiflora_weigendii","AM"
"4164","Passiflora_tripartita","AM"
"4165","Passiflora_mixta","AM"
"4166","Passiflora_mathewsii","AM"
"4167","Passiflora_tarminiana","AM"
"4168","Passiflora_ampullacea","AM"
"4169","Passiflora_peduncularis","AM"
"4170","Passiflora_luzmarina","AM"
"4171","Passiflora_gracilens","AM"
"4172","Passiflora_fimbriatistipula","AM"
"4173","Passiflora_bracteosa","AM"
"4174","Passiflora_quindiensis","AM"
"4175","Passiflora_adulterina","AM"
"4176","Passiflora_antioquiensis","AM"
"4177","Passiflora_leptomischa","AM"
"4178","Passiflora_coactilis","AM"
"4179","Passiflora_harlingii","AM"
"4180","Passiflora_lanata","AM"
"4181","Passiflora_trisecta","AM"
"4182","Passiflora_trifoliata","AM"
"4183","Passiflora_foetida","AM"
"4184","Tricliceras_lobatum","AM"
"4185","Tricliceras_schinzii","AM"
"4186","Tricliceras_longipedunculatum","AM"
"4187","Tricliceras_pilosum","AM"
"4188","Tricliceras_laceratum","AM"
"4189","Tricliceras_bivinianum","AM"
"4190","Tricliceras_glanduliferum","AM"
"4191","Hyalocalyx_setifer","AM"
"4192","Loewia_glutinosa","AM"
"4193","Streptopetalum_hildebrandtii","AM"
"4194","Streptopetalum_serratum","AM"
"4195","Streptopetalum_wittei","AM"
"4196","Streptopetalum_arenarium","AM"
"4197","Afroqueta_capensis","AM"
"4198","Stapfiella_claoxyloides","AM"
"4199","Stapfiella_usambarica","AM"
"4200","Mathurina_penduliflora","AM"
"4201","Arboa_antsingyae","AM"
"4202","Arboa_berneriana","AM"
"4203","Adenoa_cubensis","AM"
"4204","Erblichia_odorata","AM"
"4205","Piriqueta_cistoides","AM"
"4206","Piriqueta_morongii","AM"
"4207","Turnera_sidoides_subsp._integrifolia","AM"
"4208","Turnera_sidoides_subsp._carnea","AM"
"4209","Turnera_sidoides_subsp._pinnatifida","AM"
"4210","Turnera_capitata","AM"
"4211","Turnera_maracasana","AM"
"4212","Turnera_panamensis","AM"
"4213","Turnera_nervosa","AM"
"4214","Turnera_opifera","AM"
"4215","Turnera_melochioides","AM"
"4216","Turnera_lamiifolia","AM"
"4217","Turnera_grandidentata","AM"
"4218","Turnera_concinna","AM"
"4219","Turnera_krapovickasii","AM"
"4220","Turnera_subulata","AM"
"4221","Turnera_scabra","AM"
"4222","Turnera_oculata","AM"
"4223","Turnera_thomasii","AM"
"4224","Turnera_velutina","AM"
"4225","Turnera_campaniflora","AM"
"4226","Turnera_ulmifolia","AM"
"4227","Turnera_orientalis","AM"
"4228","Turnera_occidentalis","AM"
"4229","Turnera_joelii","AM"
"4230","Turnera_coerulea","AM"
"4231","Turnera_candida","AM"
"4232","Turnera_grandiflora","AM"
"4233","Turnera_fernandezii","AM"
"4234","Turnera_calyptrocarpa","AM"
"4235","Turnera_cearensis","AM"
"4236","Turnera_bahiensis","AM"
"4237","Turnera_chamaedrifolia","AM"
"4238","Turnera_diffusa","AM"
"4239","Turnera_aromatica","AM"
"4240","Turnera_odorata","AM"
"4241","Turnera_ignota","AM"
"4242","Turnera_weddelliana","AM"
"4243","Lacistema_aggregatum","AM"
"4244","Lacistema_grandifolium","AM"
"4245","Lozania_pittieri","AM"
"4246","Euceraea_nitida","AM"
"4247","Laetia_procera","AM"
"4248","Zuelania_guidonia","AM"
"4249","Samyda_mexicana","AM"
"4250","Samyda_dodecandra","AM"
"4251","Samyda_cubensis","AM"
"4252","Casearia_obovalis","AM"
"4253","Casearia_sylvestris","AM"
"4254","Casearia_nitida","AM"
"4255","Casearia_javitensis","AM"
"4256","Casearia_commersoniana","AM"
"4257","Casearia_gladiiformis","AM"
"4258","Casearia_barteri","AM"
"4259","Casearia_velutina","AM"
"4260","Casearia_bartlettii","AM"
"4261","Ryania_speciosa","AM"
"4262","Tetrathylacium_macrophyllum","AM"
"4263","Abatia_parviflora","AM"
"4264","Abatia_canescens","AM"
"4265","Hasseltia_floribunda","AM"
"4266","Pleuranthodendron_lindenii","AM"
"4267","Pineda_incana","AM"
"4268","Prockia_crucis","AM"
"4269","Prockia_pentamera","AM"
"4270","Neosprucea_montana","AM"
"4271","Banara_guianensis","AM"
"4272","Banara_minutiflora","AM"
"4273","Banara_axilliflora","AM"
"4274","Banara_kuhlmannii","AM"
"4275","Banara_domingensis","AM"
"4276","Bembicia_axillaris","AM"
"4277","Homalium_foetidum","AM"
"4278","Homalium_cochinchinense","AM"
"4279","Homalium_longistylum","AM"
"4280","Homalium_racemosum","AM"
"4281","Homalium_sarcopetalum","AM"
"4282","Homalium_letestui","AM"
"4283","Homalium_ceylanicum","AM"
"4284","Trimeria_grandifolia","AM"
"4285","Dovyalis_macrocalyx","AM"
"4286","Dovyalis_caffra","AM"
"4287","Dovyalis_hebecarpa","AM"
"4288","Dovyalis_rhamnoides","AM"
"4289","Ludia_mauritiana","AM"
"4290","Xylosma_longifolia","AM"
"4291","Xylosma_vincentii","AM"
"4292","Xylosma_congesta","AM"
"4293","Xylosma_benthamii","AM"
"4294","Xylosma_buxifolia","AM"
"4295","Flacourtia_rukam","AM"
"4296","Flacourtia_indica","AM"
"4297","Flacourtia_jangomas","AM"
"4298","Itoa_orientalis","AM"
"4299","Poliothyrsis_sinensis","AM"
"4300","Idesia_polycarpa","AM"
"4301","Bennettiodendron_leprosipes","AM"
"4302","Azara_integrifolia","AM"
"4303","Azara_serrata","AM"
"4304","Lunania_parviflora","AM"
"4305","Oncoba_spinosa","AM"
"4306","Scolopia_mundii","AM"
"4307","Scolopia_spinosa","AM"
"4308","Scolopia_braunii","AM"
"4309","Hemiscolopia_trimera","AM"
"4310","Pseudoscolopia_polyantha","AM"
"4311","Phyllobotryon_spathulatum","AM"
"4312","Biophytum_abyssinicum","AM"
"4313","Biophytum_sensitivum","AM"
"4314","Biophytum_sp._BIOPHIL","AM"
"4315","Biophytum_reinwardtii","AM"
"4316","Averrhoa_carambola","AM"
"4317","Averrhoa_bilimbi","AM"
"4318","Sarcotheca_laxa","AM"
"4319","Sarcotheca_monophylla","AM"
"4320","Dapania_sp._SH-2010","AM"
"4321","Dapania_racemosa","AM"
"4322","Dapania_pentandra","AM"
"4323","Oxalis_griffithii_var._kantoensis","AM"
"4324","Oxalis_acetosella_subsp._japonica","AM"
"4325","Connarus_turczaninowii","AM"
"4326","Connarus_panamensis","AM"
"4327","Connarus_conchocarpus_subsp._conchocarpus","AM"
"4328","Connarus_conchocarpus","AM"
"4329","Connarus_cochinchinensis","AM"
"4330","Jollydora_duparquetiana","AM"
"4331","Jollydora_glandulosa","AM"
"4332","Rourea_brachyandra","AM"
"4333","Rourea_microphylla","AM"
"4334","Rourea_minor","AM"
"4335","Rourea_glabra","AM"
"4336","Rourea_orientalis","AM"
"4337","Ellipanthus_tomentosus","AM"
"4338","Ellipanthus_glabrifolius","AM"
"4339","Cnestis_polyphylla","AM"
"4340","Agelaea_pentagyna","AM"
"4341","Agelaea_borneensis","AM"
"4342","Agelaea_macrophylla","AM"
"4343","Cnestidium_rufescens","AM"
"4344","Brunellia_oliveri","AM"
"4345","Brunellia_acutangula","AM"
"4346","Brunellia_comocladifolia_subsp._domingensis","AM"
"4347","Brunellia_colombiana","AM"
"4348","Brunellia_sp._Lewis_3366","AM"
"4349","Sloanea_formosana","AM"
"4350","Sloanea_sinensis","AM"
"4351","Sloanea_tomentosa","AM"
"4352","Sloanea_dasycarpa","AM"
"4353","Sloanea_australis","AM"
"4354","Sloanea_australis_subsp._parviflora","AM"
"4355","Sloanea_sogerensis","AM"
"4356","Sloanea_sp._Crayn_585","AM"
"4357","Sloanea_langii","AM"
"4358","Sloanea_woollsii","AM"
"4359","Sloanea_lepida","AM"
"4360","Sloanea_montana","AM"
"4361","Sloanea_macbrydei","AM"
"4362","Sloanea_latifolia","AM"
"4363","Sloanea_berteroana","AM"
"4364","Sloanea_faginea","AM"
"4365","Sloanea_sp._B12","AM"
"4366","Sloanea_brevipes","AM"
"4367","Sloanea_eichleri","AM"
"4368","Sloanea_sp._B3_KGD-2012","AM"
"4369","Sloanea_sp._B6_KGD-2012","AM"
"4370","Sloanea_sp._MAG-2009","AM"
"4371","Sloanea_echinocarpa","AM"
"4372","Sloanea_sp._B7_KGD-2012","AM"
"4373","Sloanea_guianensis","AM"
"4374","Sloanea_sp._B11","AM"
"4375","Sloanea_garckeana","AM"
"4376","Sloanea_sp._B2_KGD-2012","AM"
"4377","Sloanea_sp._B16","AM"
"4378","Sloanea_amygdalina","AM"
"4379","Sloanea_terniflora","AM"
"4380","Sloanea_sp._B8_KGD-2012","AM"
"4381","Sloanea_sp._B14","AM"
"4382","Sloanea_sp._B9_KGD-2012","AM"
"4383","Vallea_stipularis","AM"
"4384","Aristotelia_chilensis","AM"
"4385","Aristotelia_peduncularis","AM"
"4386","Aristotelia_fruticosa","AM"
"4387","Aristotelia_serrata","AM"
"4388","Aristotelia_australasica","AM"
"4389","Tremandra_diffusa","AM"
"4390","Tremandra_stelligera","AM"
"4391","Tetratheca_filiformis","AM"
"4392","Tetratheca_hispidissima","AM"
"4393","Tetratheca_efoliata","AM"
"4394","Tetratheca_paynterae_subsp._paynterae","AM"
"4395","Tetratheca_paynterae","AM"
"4396","Tetratheca_paynterae_subsp._cremnobata","AM"
"4397","Tetratheca_aphylla","AM"
"4398","Tetratheca_nephelioides","AM"
"4399","Tetratheca_confertifolia","AM"
"4400","Tetratheca_aphylla_subsp._megacarpa","AM"
"4401","Tetratheca_aphylla_subsp._aphylla","AM"
"4402","Tetratheca_nuda","AM"
"4403","Tetratheca_setigera","AM"
"4404","Tetratheca_pilifera","AM"
"4405","Tetratheca_parvifolia","AM"
"4406","Tetratheca_harperi","AM"
"4407","Tetratheca_virgata","AM"
"4408","Tetratheca_retrorsa","AM"
"4409","Tetratheca_pubescens","AM"
"4410","Tetratheca_hirsuta","AM"
"4411","Tetratheca_juncea","AM"
"4412","Tetratheca_stenocarpa","AM"
"4413","Tetratheca_ciliata","AM"
"4414","Tetratheca_bauerifolia","AM"
"4415","Tetratheca_shiressii","AM"
"4416","Tetratheca_rupicola","AM"
"4417","Tetratheca_ericifolia","AM"
"4418","Tetratheca_thymifolia","AM"
"4419","Sericolea_calophylla_subsp._grossiserrata","AM"
"4420","Sericolea_micans","AM"
"4421","Sericolea_gaultheria","AM"
"4422","Aceratium_oppositifolium","AM"
"4423","Aceratium_ferrugineum","AM"
"4424","Aceratium_ledermannii","AM"
"4425","Aceratium_concinnum","AM"
"4426","Aceratium_sericoleopsis","AM"
"4427","Aceratium_megalospermum","AM"
"4428","Elaeocarpus_williamsianus","AM"
"4429","Elaeocarpus_holopetalus","AM"
"4430","Elaeocarpus_coorangooloo","AM"
"4431","Elaeocarpus_sp._Baba_443","AM"
"4432","Elaeocarpus_arnhemicus","AM"
"4433","Elaeocarpus_ferruginiflorus","AM"
"4434","Elaeocarpus_sp._Brass_18336","AM"
"4435","Elaeocarpus_obovatus","AM"
"4436","Elaeocarpus_gordonii","AM"
"4437","Elaeocarpus_alaternoides","AM"
"4438","Elaeocarpus_weibelianus","AM"
"4439","Elaeocarpus_coumbouiensis","AM"
"4440","Elaeocarpus_rotundifolius","AM"
"4441","Elaeocarpus_seringii","AM"
"4442","Elaeocarpus_ptilanthus","AM"
"4443","Elaeocarpus_carolinensis","AM"
"4444","Elaeocarpus_amplifolius","AM"
"4445","Elaeocarpus_undulatus","AM"
"4446","Elaeocarpus_dubius","AM"
"4447","Elaeocarpus_angustifolius","AM"
"4448","Elaeocarpus_prunifolioides","AM"
"4449","Elaeocarpus_sphaerocarpus","AM"
"4450","Elaeocarpus_grandis","AM"
"4451","Elaeocarpus_sphaericus","AM"
"4452","Elaeocarpus_polydactylus","AM"
"4453","Elaeocarpus_glaber","AM"
"4454","Elaeocarpus_tectorius","AM"
"4455","Elaeocarpus_stipularis","AM"
"4456","Elaeocarpus_dongnaiensis","AM"
"4457","Elaeocarpus_balansae","AM"
"4458","Elaeocarpus_photiniifolius","AM"
"4459","Elaeocarpus_duclouxii","AM"
"4460","Elaeocarpus_decipiens","AM"
"4461","Elaeocarpus_sylvestris","AM"
"4462","Elaeocarpus_glabripetalus","AM"
"4463","Elaeocarpus_hylobroma","AM"
"4464","Elaeocarpus_stellaris","AM"
"4465","Elaeocarpus_sp._Ford_4312","AM"
"4466","Elaeocarpus_bancroftii","AM"
"4467","Elaeocarpus_johnsonii","AM"
"4468","Elaeocarpus_crenulatus","AM"
"4469","Elaeocarpus_multisectus","AM"
"4470","Elaeocarpus_foveolatus","AM"
"4471","Elaeocarpus_culminicola","AM"
"4472","Elaeocarpus_floribundus","AM"
"4473","Elaeocarpus_sp._KYUM-2014","AM"
"4474","Elaeocarpus_grandiflorus","AM"
"4475","Elaeocarpus_ruminatus","AM"
"4476","Elaeocarpus_dentatus","AM"
"4477","Elaeocarpus_sp._Baba_&_Kilgour_397","AM"
"4478","Elaeocarpus_thelmae","AM"
"4479","Elaeocarpus_elliffii","AM"
"4480","Elaeocarpus_sericopetalus","AM"
"4481","Elaeocarpus_largiflorens_subsp._retinervis","AM"
"4482","Elaeocarpus_largiflorens_subsp._largiflorens","AM"
"4483","Elaeocarpus_brachypodus","AM"
"4484","Elaeocarpus_sp._SH-2010","AM"
"4485","Elaeocarpus_varunua","AM"
"4486","Elaeocarpus_austroyunnanensis","AM"
"4487","Elaeocarpus_petiolatus","AM"
"4488","Elaeocarpus_hortensis","AM"
"4489","Elaeocarpus_pulchellus","AM"
"4490","Elaeocarpus_gummatus","AM"
"4491","Elaeocarpus_bullatus","AM"
"4492","Elaeocarpus_nitentifolius","AM"
"4493","Elaeocarpus_ferrugineus","AM"
"4494","Elaeocarpus_japonicus","AM"
"4495","Elaeocarpus_chinensis","AM"
"4496","Elaeocarpus_speciosus","AM"
"4497","Elaeocarpus_geminiflorus","AM"
"4498","Elaeocarpus_apiculatus","AM"
"4499","Elaeocarpus_sikkimensis","AM"
"4500","Elaeocarpus_rugosus","AM"
"4501","Elaeocarpus_hainanensis","AM"
"4502","Elaeocarpus_grahamii","AM"
"4503","Elaeocarpus_reticulatus","AM"
"4504","Elaeocarpus_nitidus","AM"
"4505","Elaeocarpus_nouhuysii","AM"
"4506","Elaeocarpus_linsmithii","AM"
"4507","Elaeocarpus_carolinae","AM"
"4508","Elaeocarpus_kerstingianus","AM"
"4509","Elaeocarpus_bifidus","AM"
"4510","Elaeocarpus_sedentarius","AM"
"4511","Elaeocarpus_hookerianus","AM"
"4512","Elaeocarpus_kirtonii","AM"
"4513","Elaeocarpus_braceanus","AM"
"4514","Elaeocarpus_eumundii","AM"
"4515","Elaeocarpus_sp._FU-1484","AM"
"4516","Elaeocarpus_sp._FU-2795","AM"
"4517","Elaeocarpus_michaelii","AM"
"4518","Dubouzetia_guillauminii","AM"
"4519","Dubouzetia_caudiculata","AM"
"4520","Dubouzetia_campanulata","AM"
"4521","Dubouzetia_confusa","AM"
"4522","Dubouzetia_saxatilis","AM"
"4523","Dubouzetia_kairoi","AM"
"4524","Peripentadenia_phelpsii","AM"
"4525","Peripentadenia_mearsii","AM"
"4526","Crinodendron_hookerianum","AM"
"4527","Crinodendron_patagua","AM"
"4528","Spiraeanthemum_davidsonii","AM"
"4529","Spiraeanthemum_macgillivrayi_subsp._macgillivrayi","AM"
"4530","Spiraeanthemum_samoense","AM"
"4531","Spiraeanthemum_brongniartianum","AM"
"4532","Spiraeanthemum_ellipticum","AM"
"4533","Spiraeanthemum_meridionale","AM"
"4534","Spiraeanthemum_pubescens","AM"
"4535","Spiraeanthemum_densiflorum","AM"
"4536","Hooglandia_ignambiensis","AM"
"4537","Bauera_rubioides","AM"
"4538","Bauera_sessiliflora","AM"
"4539","Schizomeria_ovata","AM"
"4540","Schizomeria_whitei","AM"
"4541","Schizomeria_serrata","AM"
"4542","Davidsonia_johnsonii","AM"
"4543","Anodopetalum_biglandulosum","AM"
"4544","Platylophus_trifoliatus","AM"
"4545","Ceratopetalum_gummiferum","AM"
"4546","Ceratopetalum_apetalum","AM"
"4547","Ceratopetalum_succirubrum","AM"
"4548","Davidsonia_pruriens_var._pruriens","AM"
"4549","Pullea_glabra","AM"
"4550","Pullea_stutzeri","AM"
"4551","Acrophyllum_australe","AM"
"4552","Eucryphia_lucida","AM"
"4553","Eucryphia_moorei","AM"
"4554","Eucryphia_cordifolia","AM"
"4555","Eucryphia_glutinosa","AM"
"4556","Eucryphia_jinksii","AM"
"4557","Lamanonia_ternata","AM"
"4558","Lamanonia_sp._RP-2013","AM"
"4559","Gillbeea_adenopetala","AM"
"4560","Opocunonia_papuana","AM"
"4561","Caldcluvia_paniculosa","AM"
"4562","Caldcluvia_paniculata","AM"
"4563","Spiraeopsis_celebica","AM"
"4564","Ackama_rosifolia","AM"
"4565","Pseudoweinmannia_lachnocarpa","AM"
"4566","Karrabina_biagiana","AM"
"4567","Karrabina_benthamiana","AM"
"4568","Geissois_hirsuta","AM"
"4569","Geissois_racemosa","AM"
"4570","Geissois_polyphylla","AM"
"4571","Geissois_balansae","AM"
"4572","Geissois_magnifica","AM"
"4573","Geissois_pruinosa_var._intermedia","AM"
"4574","Geissois_pruinosa","AM"
"4575","Geissois_velutina","AM"
"4576","Geissois_montana","AM"
"4577","Geissois_hippocastaneifolia","AM"
"4578","Geissois_lanceolata","AM"
"4579","Geissois_belema","AM"
"4580","Geissois_ternata","AM"
"4581","Geissois_superba","AM"
"4582","Codia_discolor","AM"
"4583","Callicoma_serratifolia","AM"
"4584","Pancheria_hirsuta","AM"
"4585","Pancheria_brunhesii","AM"
"4586","Pancheria_phylliraeoides","AM"
"4587","Pancheria_engleriana","AM"
"4588","Cunonia_capensis","AM"
"4589","Cunonia_balansae","AM"
"4590","Cunonia_pulchella","AM"
"4591","Cunonia_montana","AM"
"4592","Cunonia_atrorubens","AM"
"4593","Cunonia_macrophylla","AM"
"4594","Weinmannia_sp._Bradford_837","AM"
"4595","Weinmannia_sp._Bradford_655","AM"
"4596","Weinmannia_rutenbergii","AM"
"4597","Weinmannia_parviflora","AM"
"4598","Weinmannia_samoensis","AM"
"4599","Weinmannia_vescoi","AM"
"4600","Weinmannia_raiateensis","AM"
"4601","Weinmannia_vitiensis","AM"
"4602","Weinmannia_racemosa","AM"
"4603","Weinmannia_silvicola","AM"
"4604","Weinmannia_serrata","AM"
"4605","Weinmannia_dichotoma","AM"
"4606","Weinmannia_sp._SH-2010","AM"
"4607","Weinmannia_madagascariensis","AM"
"4608","Weinmannia_minutiflora","AM"
"4609","Weinmannia_bojeriana","AM"
"4610","Weinmannia_sanguisugarum","AM"
"4611","Weinmannia_stenostachya","AM"
"4612","Weinmannia_arguta","AM"
"4613","Weinmannia_marojejyensis","AM"
"4614","Weinmannia_humbertiana","AM"
"4615","Weinmannia_fraxinea","AM"
"4616","Weinmannia_hooglandii","AM"
"4617","Weinmannia_richii","AM"
"4618","Weinmannia_exigua","AM"
"4619","Weinmannia_clemensiae","AM"
"4620","Weinmannia_sp._Bradford_435","AM"
"4621","Weinmannia_elattantha","AM"
"4622","Weinmannia_auriculata","AM"
"4623","Weinmannia_bangii","AM"
"4624","Weinmannia_myrtifolia","AM"
"4625","Weinmannia_sp._MHPAA577-08","AM"
"4626","Weinmannia_sp._MHPAA275-08","AM"
"4627","Weinmannia_paulliniifolia","AM"
"4628","Weinmannia_trichosperma","AM"
"4629","Weinmannia_sp._Lewis_2789","AM"
"4630","Weinmannia_tinctoria","AM"
"4631","Weinmannia_tomentosa","AM"
"4632","Afrostyrax_kamerunensis","AM"
"4633","Afrostyrax_lepidophyllus","AM"
"4634","Hua_gabonii","AM"
"4635","Ruptiliocarpon_caracolito","AM"
"4636","Lepidobotrys_staudtii","AM"
"4637","Quetzalia_occidentalis","AM"
"4638","Quetzalia_schiedeana","AM"
"4639","Quetzalia_stipitata","AM"
"4640","Microtropis_wallichiana","AM"
"4641","Microtropis_discolor","AM"
"4642","Microtropis_sp._Shui_et_al._81585","AM"
"4643","Microtropis_tetragona","AM"
"4644","Microtropis_japonica","AM"
