"","taxa","myc"
"32162","Chaetanthera_pulvinata","AM"
"32163","Chaetanthera_pentacaenoides","AM"
"32164","Chaetanthera_apiculata","AM"
"32165","Chaetanthera_planiseta","AM"
"32166","Chaetanthera_pusilla","AM"
"32167","Chaetanthera_lycopodioides","AM"
"32168","Chaetanthera_minuta","AM"
"32169","Chaetanthera_gnaphalioides","AM"
"32170","Mutisia_speciosa","AM"
"32171","Mutisia_coccinea","AM"
"32172","Mutisia_campanulata","AM"
"32173","Mutisia_orbignyana","AM"
"32174","Mutisia_linifolia","AM"
"32175","Mutisia_retrorsa","AM"
"32176","Mutisia_hamata","AM"
"32177","Mutisia_spinosa","AM"
"32178","Mutisia_friesiana","AM"
"32179","Mutisia_decurrens","AM"
"32180","Pachylaena_atriplicifolia","AM"
"32181","Perezia_pinnatifida","AM"
"32182","Perezia_integrifolia","AM"
"32183","Perezia_ciliosa","AM"
"32184","Perezia_sublyrata","AM"
"32185","Perezia_pungens","AM"
"32186","Perezia_carduncelloides","AM"
"32187","Perezia_ciliaris","AM"
"32188","Perezia_carthamoides","AM"
"32189","Perezia_mandonii","AM"
"32190","Perezia_cirsiifolia","AM"
"32191","Perezia_coerulescens","AM"
"32192","Perezia_pilifera","AM"
"32193","Perezia_purpurata","AM"
"32194","Perezia_viscosa","AM"
"32195","Perezia_pedicularidifolia","AM"
"32196","Perezia_lyrata","AM"
"32197","Perezia_lactucoides_subsp._palustris","AM"
"32198","Perezia_lactucoides","AM"
"32199","Perezia_recurvata","AM"
"32200","Perezia_fonckii","AM"
"32201","Perezia_magellanica","AM"
"32202","Perezia_virens","AM"
"32203","Perezia_linearis","AM"
"32204","Perezia_megalantha","AM"
"32205","Perezia_squarrosa_subsp._cubaetensis","AM"
"32206","Perezia_multiflora","AM"
"32207","Perezia_multiflora_subsp._sonchifolia","AM"
"32208","Perezia_kingii","AM"
"32209","Perezia_microcephala","AM"
"32210","Triptilion_spinosum","AM"
"32211","Triptilion_capillatum","AM"
"32212","Triptilion_achilleae","AM"
"32213","Acourtia_runcinata","AM"
"32214","Acourtia_scapiformis","AM"
"32215","Acourtia_coulteri","AM"
"32216","Holocheilus_brasiliensis","AM"
"32217","Dolichlasium_lagascae","AM"
"32218","Ameghinoa_patagonica","AM"
"32219","Jungia_floribunda","AM"
"32220","Jungia_polita","AM"
"32221","Polyachyrus_sphaerocephalus","AM"
"32222","Polyachyrus_gayi","AM"
"32223","Polyachyrus_fuscus","AM"
"32224","Polyachyrus_poeppigii_subsp._poeppigii","AM"
"32225","Leucheria_thermarum","AM"
"32226","Leucheria_rosea","AM"
"32227","Leucheria_salina_subsp._salina","AM"
"32228","Leucheria_bridgesii","AM"
"32229","Oxyphyllum_ulicinum","AM"
"32230","Moscharia_pinnatifida","AM"
"32231","Moscharia_solbrigii","AM"
"32232","Proustia_cuneifolia","AM"
"32233","Onoseris_hastata","AM"
"32234","Onoseris_ilicifolia","AM"
"32235","Urmenetea_atacamensis","AM"
"32236","Lycoseris_triplinervia","AM"
"32237","Aphyllocladus_spartioides","AM"
"32238","Gypothamnium_pinifolium","AM"
"32239","Plazia_daphnoides","AM"
"32240","Wunderlichia_cruelsiana","AM"
"32241","Wunderlichia_senaeii","AM"
"32242","Wunderlichia_mirabilis","AM"
"32243","Stenopadus_talaumifolius","AM"
"32244","Stomatochaeta_condensata","AM"
"32245","Chimantaea_humilis","AM"
"32246","Nouelia_insignis","AM"
"32247","Leucomeris_spectabilis","AM"
"32248","Ianthopappus_corymbosus","AM"
"32249","Hyalis_argentea","AM"
"32250","Hyaloseris_rubicunda","AM"
"32251","Hyaloseris_cinerea","AM"
"32252","Gongylolepis_benthamiana","AM"
"32253","Gongylolepis_martiana","AM"
"32254","Duidaea_pinifolia","AM"
"32255","Stifftia_chrysantha","AM"
"32256","Hecastocleis_shockleyi","AM"
"32257","Richterago_radiata","AM"
"32258","Richterago_arenaria","AM"
"32259","Richterago_stenophylla","AM"
"32260","Richterago_elegans","AM"
"32261","Richterago_polyphylla","AM"
"32262","Richterago_conduplicata","AM"
"32263","Richterago_polymorpha","AM"
"32264","Richterago_lanata","AM"
"32265","Richterago_hatschbachii","AM"
"32266","Richterago_riparia","AM"
"32267","Richterago_angustifolia","AM"
"32268","Richterago_caulescens","AM"
"32269","Richterago_amplexifolia","AM"
"32270","Richterago_discoidea","AM"
"32271","Richterago_campestris","AM"
"32272","Cnicothamnus_lorentzii","AM"
"32273","Gochnatia_curviflora","AM"
"32274","Gochnatia_cardenasii","AM"
"32275","Gochnatia_boliviana","AM"
"32276","Gochnatia_palosanto","AM"
"32277","Gochnatia_vernonioides","AM"
"32278","Gochnatia_patazina","AM"
"32279","Gochnatia_hypoleuca","AM"
"32280","Gochnatia_hiriartiana","AM"
"32281","Gochnatia_obtusata","AM"
"32282","Gochnatia_purpusii","AM"
"32283","Gochnatia_arborescens","AM"
"32284","Gochnatia_amplexifolia","AM"
"32285","Pentaphorus_foliolosus","AM"
"32286","Pentaphorus_glutinosus","AM"
"32287","Cyclolepis_genistoides","AM"
"32288","Dasyphyllum_brevispinum","AM"
"32289","Dasyphyllum_argenteum","AM"
"32290","Dasyphyllum_colombianum","AM"
"32291","Dasyphyllum_ferox","AM"
"32292","Dasyphyllum_armatum","AM"
"32293","Dasyphyllum_popayanense","AM"
"32294","Dasyphyllum_synacanthum","AM"
"32295","Dasyphyllum_spinescens","AM"
"32296","Dasyphyllum_sprengelianum","AM"
"32297","Dasyphyllum_candolleanum","AM"
"32298","Dasyphyllum_velutinum","AM"
"32299","Dasyphyllum_latifolium","AM"
"32300","Dasyphyllum_donianum","AM"
"32301","Dasyphyllum_reticulatum","AM"
"32302","Dasyphyllum_inerme","AM"
"32303","Dasyphyllum_brasiliense","AM"
"32304","Dasyphyllum_leptacanthum","AM"
"32305","Dasyphyllum_tomentosum","AM"
"32306","Dasyphyllum_diacanthoides","AM"
"32307","Fulcaldea_laurifolia","AM"
"32308","Fulcaldea_stuessyi","AM"
"32309","Arnaldoa_weberbaueri","AM"
"32310","Barnadesia_glomerata","AM"
"32311","Barnadesia_polyacantha","AM"
"32312","Barnadesia_caryophylla","AM"
"32313","Barnadesia_odorata","AM"
"32314","Barnadesia_dombeyana","AM"
"32315","Barnadesia_lehmannii","AM"
"32316","Barnadesia_pycnophylla","AM"
"32317","Barnadesia_spinosa","AM"
"32318","Barnadesia_parviflora","AM"
"32319","Huarpea_andina","AM"
"32320","Schlechtendalia_luzulifolia","AM"
"32321","Chuquiraga_calchaquina","AM"
"32322","Chuquiraga_spinosa_subsp._rotundifolia","AM"
"32323","Chuquiraga_jussieui","AM"
"32324","Chuquiraga_straminea","AM"
"32325","Chuquiraga_spinosa_subsp._australis","AM"
"32326","Chuquiraga_spinosa","AM"
"32327","Chuquiraga_longiflora","AM"
"32328","Chuquiraga_oblongifolia","AM"
"32329","Chuquiraga_parviflora","AM"
"32330","Chuquiraga_spinosa_subsp._huamanpinta","AM"
"32331","Chuquiraga_spinosa_subsp._spinosa","AM"
"32332","Chuquiraga_arcuata","AM"
"32333","Chuquiraga_weberbaueri","AM"
"32334","Chuquiraga_oppositifolia","AM"
"32335","Chuquiraga_morenonis","AM"
"32336","Chuquiraga_atacamensis","AM"
"32337","Chuquiraga_kuschelii","AM"
"32338","Chuquiraga_acanthophylla","AM"
"32339","Chuquiraga_echegarayi","AM"
"32340","Chuquiraga_ruscifolia","AM"
"32341","Chuquiraga_ulicina_subsp._acicularis","AM"
"32342","Chuquiraga_ulicina_subsp._ulicina","AM"
"32343","Chuquiraga_ulicina","AM"
"32344","Chuquiraga_rosulata","AM"
"32345","Chuquiraga_avellanedae","AM"
"32346","Chuquiraga_erinacea_subsp._hystrix","AM"
"32347","Chuquiraga_erinacea_subsp._erinacea","AM"
"32348","Chuquiraga_erinacea","AM"
"32349","Chuquiraga_aurea","AM"
"32350","Duseniella_patagonica","AM"
"32351","Doniophyton_anomalum","AM"
"32352","Doniophyton_weddellii","AM"
"32353","Boopis_filifolia","AM"
"32354","Boopis_gracilis","AM"
"32355","Boopis_pusilla","AM"
"32356","Boopis_anthemoides","AM"
"32357","Boopis_necronensis","AM"
"32358","Boopis_chubutensis","AM"
"32359","Boopis_australis","AM"
"32360","Boopis_raffaellii","AM"
"32361","Boopis_graminea","AM"
"32362","Boopis_multicaulis","AM"
"32363","Gamocarpha_selliana","AM"
"32364","Gamocarpha_gilliesii","AM"
"32365","Gamocarpha_alpina","AM"
"32366","Nastanthus_patagonicus","AM"
"32367","Nastanthus_caespitosus","AM"
"32368","Nastanthus_ventosus","AM"
"32369","Nastanthus_compactus","AM"
"32370","Nastanthus_spathulatus","AM"
"32371","Nastanthus_scapigerus","AM"
"32372","Calycera_sympaganthera","AM"
"32373","Calycera_horrida","AM"
"32374","Calycera_leucanthema","AM"
"32375","Calycera_sessiliflora","AM"
"32376","Calycera_crassifolia","AM"
"32377","Calycera_herbacea","AM"
"32378","Calycera_calcitrapa","AM"
"32379","Calycera_pulvinata","AM"
"32380","Moschopsis_rosulata","AM"
"32381","Moschopsis_ameghinoi","AM"
"32382","Moschopsis_trilobata","AM"
"32383","Moschopsis_leyboldii","AM"
"32384","Moschopsis_monocephala","AM"
"32385","Acicarpha_tribuloides","AM"
"32386","Acicarpha_spathulata","AM"
"32387","Pentaptilon_careyi","AM"
"32388","Velleia_arguta","AM"
"32389","Velleia_paradoxa","AM"
"32390","Velleia_rosea","AM"
"32391","Velleia_cycnopotamica","AM"
"32392","Velleia_glabrata","AM"
"32393","Velleia_hispida","AM"
"32394","Velleia_foliosa","AM"
"32395","Velleia_trinervis","AM"
"32396","Velleia_spathulata","AM"
"32397","Velleia_connata","AM"
"32398","Velleia_discophora","AM"
"32399","Scaevola_kilaueae","AM"
"32400","Scaevola_hobdyi","AM"
"32401","Scaevola_chamissoniana","AM"
"32402","Scaevola_procera","AM"
"32403","Scaevola_gaudichaudiana","AM"
"32404","Scaevola_mollis","AM"
"32405","Scaevola_coriacea","AM"
"32406","Scaevola_gaudichaudii","AM"
"32407","Scaevola_hainanensis","AM"
"32408","Scaevola_socotraensis","AM"
"32409","Scaevola_plumieri","AM"
"32410","Scaevola_wrightii","AM"
"32411","Scaevola_bursariifolia","AM"
"32412","Scaevola_tomentosa","AM"
"32413","Scaevola_thesioides","AM"
"32414","Scaevola_lanceolata","AM"
"32415","Scaevola_nitida","AM"
"32416","Scaevola_porocarya","AM"
"32417","Scaevola_spinescens","AM"
"32418","Scaevola_canescens","AM"
"32419","Scaevola_virgata","AM"
"32420","Scaevola_thesioides_subsp._filifolia","AM"
"32421","Scaevola_calendulacea","AM"
"32422","Scaevola_crassifolia","AM"
"32423","Scaevola_gracilis","AM"
"32424","Scaevola_anchusifolia","AM"
"32425","Scaevola_micrantha","AM"
"32426","Scaevola_chanii","AM"
"32427","Scaevola_repens","AM"
"32428","Scaevola_humifusa","AM"
"32429","Scaevola_oldfieldii","AM"
"32430","Scaevola_globosa","AM"
"32431","Scaevola_beckii","AM"
"32432","Scaevola_tahitensis","AM"
"32433","Scaevola_nubigena","AM"
"32434","Scaevola_subcapitata","AM"
"32435","Scaevola_floribunda","AM"
"32436","Scaevola_montana","AM"
"32437","Scaevola_cylindrica","AM"
"32438","Scaevola_balansae","AM"
"32439","Scaevola_taccada","AM"
"32440","Scaevola_glabra","AM"
"32441","Scaevola_ovalifolia","AM"
"32442","Scaevola_parvibarbata","AM"
"32443","Scaevola_ramosissima","AM"
"32444","Scaevola_albida","AM"
"32445","Scaevola_microphylla","AM"
"32446","Scaevola_phlebopetala","AM"
"32447","Scaevola_platyphylla","AM"
"32448","Scaevola_aemula","AM"
"32449","Scaevola_oppositifolia","AM"
"32450","Scaevola_enantophylla","AM"
"32451","Scaevola_depauperata","AM"
"32452","Scaevola_angulata","AM"
"32453","Scaevola_hookeri","AM"
"32454","Scaevola_collaris","AM"
"32455","Lechenaultia_tubiflora","AM"
"32456","Lechenaultia_heteromera","AM"
"32457","Lechenaultia_stenosepala","AM"
"32458","Lechenaultia_floribunda","AM"
"32459","Lechenaultia_linarioides","AM"
"32460","Lechenaultia_macrantha","AM"
"32461","Alseuosmia_pusilla","AM"
"32462","Alseuosmia_macrophylla","AM"
"32463","Alseuosmia_turneri","AM"
"32464","Alseuosmia_quercifolia","AM"
"32465","Crispiloba_disperma","AM"
"32466","Phelline_lucida","AM"
"32467","Donatia_fascicularis","AM"
"32468","Donatia_novae-zelandiae","AM"
"32469","Pentaphragma_ellipticum","AM"
"32470","Corokia_macrocarpa","AM"
"32471","Corokia_cotoneaster","AM"
"32472","Corokia_buddleioides","AM"
"32473","Campanula_pollinensis","AM"
"32474","Campanula_scheuchzeri","AM"
"32475","Campanula_stenocodon","AM"
"32476","Campanula_rhomboidalis","AM"
"32477","Campanula_hercegovina","AM"
"32478","Campanula_beckiana","AM"
"32479","Campanula_witasekiana","AM"
"32480","Campanula_carnica","AM"
"32481","Campanula_macrorhiza","AM"
"32482","Campanula_rotundifolia","AM"
"32483","Campanula_justiniana","AM"
"32484","Campanula_marchesettii","AM"
"32485","Campanula_caespitosa","AM"
"32486","Campanula_cochleariifolia","AM"
"32487","Campanula_fragilis_subsp._cavolinii","AM"
"32488","Campanula_fragilis","AM"
"32489","Campanula_isophylla","AM"
"32490","Campanula_fragilis_subsp._fragilis","AM"
"32491","Campanula_excisa","AM"
"32492","Campanula_arvatica","AM"
"32493","Campanula_scabrella","AM"
"32494","Campanula_aurita","AM"
"32495","Campanula_divaricata","AM"
"32496","Campanula_parryi","AM"
"32497","Campanula_scouleri","AM"
"32498","Campanula_piperi","AM"
"32499","Campanula_lasiocarpa","AM"
"32500","Campanula_elatinoides","AM"
"32501","Campanula_cenisia","AM"
"32502","Campanula_secundiflora","AM"
"32503","Campanula_austroadriatica","AM"
"32504","Campanula_versicolor","AM"
"32505","Campanula_pyramidalis","AM"
"32506","Campanula_tommasiniana","AM"
"32507","Campanula_waldsteiniana","AM"
"32508","Campanula_pulla","AM"
"32509","Campanula_zoysii","AM"
"32510","Campanula_raineri","AM"
"32511","Campanula_morettiana","AM"
"32512","Campanula_decumbens_subsp._baetica","AM"
"32513","Campanula_dieckii","AM"
"32514","Campanula_transtagana","AM"
"32515","Campanula_broussonetiana","AM"
"32516","Campanula_specularioides","AM"
"32517","Campanula_cabezudoi","AM"
"32518","Campanula_lusitanica","AM"
"32519","Campanula_lambertiana","AM"
"32520","Campanula_rapunculus","AM"
"32521","Campanula_spatulata_subsp._filicaulis","AM"
"32522","Campanula_patula","AM"
"32523","Campanula_cephallenica","AM"
"32524","Campanula_acarnanica","AM"
"32525","Campanula_poscharskyana","AM"
"32526","Campanula_debarensis","AM"
"32527","Campanula_teutana","AM"
"32528","Campanula_skanderbegii","AM"
"32529","Campanula_portenschlagiana","AM"
"32530","Campanula_reatina","AM"
"32531","Campanula_sp._IR-2014","AM"
"32532","Campanula_fenestrellata_subsp._fenestrellata","AM"
"32533","Campanula_fenestrellata_subsp._istriaca","AM"
"32534","Campanula_fenestrellata","AM"
"32535","Campanula_elatines","AM"
"32536","Campanula_garganica","AM"
"32537","Campanula_comosiformis","AM"
"32538","Campanula_immodesta","AM"
"32539","Campanula_aristata","AM"
"32540","Campanula_stevenii_subsp._stevenii","AM"
"32541","Campanula_persicifolia","AM"
"32542","Campanula_stevenii","AM"
"32543","Campanula_nakaoi","AM"
"32544","Campanula_uniflora","AM"
"32545","Campanula_americana","AM"
"32546","Campanula_rumeliana","AM"
"32547","Campanula_foliosa","AM"
"32548","Campanula_glomerata","AM"
"32549","Campanula_betulifolia","AM"
"32550","Campanula_armena","AM"
"32551","Campanula_zangezura","AM"
"32552","Campanula_bellidifolia","AM"
"32553","Campanula_pendula","AM"
"32554","Campanula_wanneri","AM"
"32555","Campanula_hofmannii","AM"
"32556","Campanula_alpina","AM"
"32557","Campanula_thyrsoides_subsp._carniolica","AM"
"32558","Campanula_spicata","AM"
"32559","Campanula_alpestris","AM"
"32560","Campanula_medium","AM"
"32561","Campanula_lanata","AM"
"32562","Campanula_alpina_subsp._orbelica","AM"
"32563","Campanula_bononiensis","AM"
"32564","Campanula_rapunculoides","AM"
"32565","Campanula_sibirica","AM"
"32566","Campanula_bellidifolia_subsp._saxifraga","AM"
"32567","Campanula_bellidifolia_subsp._aucheri","AM"
"32568","Campanula_trachelium_subsp._trachelium","AM"
"32569","Campanula_trachelium","AM"
"32570","Campanula_alliariifolia","AM"
"32571","Campanula_sarmatica","AM"
"32572","Campanula_dasyantha_subsp._chamissonis","AM"
"32573","Campanula_odontosepala","AM"
"32574","Campanula_punctata","AM"
"32575","Campanula_takesimana","AM"
"32576","Campanula_latifolia","AM"
"32577","Campanula_mollis","AM"
"32578","Campanula_velata","AM"
"32579","Campanula_sauvagei","AM"
"32580","Campanula_embergeri","AM"
"32581","Campanula_saxifragoides","AM"
"32582","Campanula_dichotoma","AM"
"32583","Campanula_filicaulis","AM"
"32584","Campanula_serhouchenensis","AM"
"32585","Campanula_afganica","AM"
"32586","Campanula_bordesiana","AM"
"32587","Campanula_guinochetii","AM"
"32588","Campanula_edulis","AM"
"32589","Campanula_vaillantii","AM"
"32590","Campanula_jacobaea","AM"
"32591","Campanula_balfourii","AM"
"32592","Campanula_hypocrateriformis","AM"
"32593","Campanula_kremeri","AM"
"32594","Campanula_occidentalis","AM"
"32595","Campanula_pallida","AM"
"32596","Campanula_cana","AM"
"32597","Campanula_lehmanniana","AM"
"32598","Campanula_polyclada","AM"
"32599","Campanula_erinus","AM"
"32600","Campanula_drabifolia","AM"
"32601","Campanula_creutzburgii","AM"
"32602","Campanula_pinatzii","AM"
"32603","Campanula_pubicalyx","AM"
"32604","Campanula_primulifolia","AM"
"32605","Campanula_alata","AM"
"32606","Campanula_peregrina","AM"
"32607","Campanula_lactiflora","AM"
"32608","Phyteuma_ovatum","AM"
"32609","Phyteuma_spicatum","AM"
"32610","Phyteuma_gallicum","AM"
"32611","Phyteuma_nigrum","AM"
"32612","Phyteuma_vagneri","AM"
"32613","Phyteuma_pyrenaicum","AM"
"32614","Phyteuma_tetramerum","AM"
"32615","Phyteuma_persicifolium","AM"
"32616","Phyteuma_betonicifolium","AM"
"32617","Phyteuma_scorzonerifolium","AM"
"32618","Phyteuma_villarsii","AM"
"32619","Phyteuma_charmelii","AM"
"32620","Phyteuma_michelii","AM"
"32621","Phyteuma_cordatum","AM"
"32622","Phyteuma_orbiculare","AM"
"32623","Phyteuma_pseudorbiculare","AM"
"32624","Phyteuma_sieberi","AM"
"32625","Phyteuma_humile","AM"
"32626","Phyteuma_hedraianthifolium","AM"
"32627","Phyteuma_scheuchzeri_subsp._columnae","AM"
"32628","Phyteuma_scheuchzeri_subsp._scheuchzeri","AM"
"32629","Phyteuma_globulariifolium_subsp._pedemontanum","AM"
"32630","Phyteuma_globulariifolium","AM"
"32631","Phyteuma_globulariifolium_subsp._globulariifolium","AM"
"32632","Phyteuma_serratum","AM"
"32633","Phyteuma_confusum","AM"
"32634","Phyteuma_hemisphaericum","AM"
"32635","Physoplexis_comosa","AM"
"32636","Asyneuma_campanuloides","AM"
"32637","Asyneuma_canescens","AM"
"32638","Asyneuma_lobelioides","AM"
"32639","Asyneuma_limonifolium","AM"
"32640","Asyneuma_trichocalycinum","AM"
"32641","Asyneuma_pichleri","AM"
"32642","Asyneuma_japonicum","AM"
"32643","Petromarula_pinnata","AM"
"32644","Legousia_falcata","AM"
"32645","Legousia_hybrida","AM"
"32646","Heterocodon_rariflorum","AM"
"32647","Adenophora_wawreana","AM"
"32648","Adenophora_potaninii","AM"
"32649","Adenophora_triphylla","AM"
"32650","Adenophora_verticillata","AM"
"32651","Adenophora_stenanthina","AM"
"32652","Adenophora_lobophylla","AM"
"32653","Adenophora_khasiana","AM"
"32654","Adenophora_liliifolioides","AM"
"32655","Adenophora_himalayana","AM"
"32656","Adenophora_capillaris","AM"
"32657","Adenophora_paniculata","AM"
"32658","Adenophora_petiolata","AM"
"32659","Adenophora_trachelioides","AM"
"32660","Adenophora_taquetii","AM"
"32661","Adenophora_coronopifolia","AM"
"32662","Adenophora_polyantha","AM"
"32663","Adenophora_stricta","AM"
"32664","Adenophora_hunanensis","AM"
"32665","Adenophora_coelestis","AM"
"32666","Adenophora_lamarckii","AM"
"32667","Adenophora_liliifolia","AM"
"32668","Adenophora_racemosa","AM"
"32669","Adenophora_kayasanensis","AM"
"32670","Adenophora_morrisonensis","AM"
"32671","Adenophora_divaricata","AM"
"32672","Adenophora_erecta","AM"
"32673","Adenophora_remotiflora","AM"
"32674","Adenophora_grandiflora","AM"
"32675","Hanabusaya_asiatica","AM"
"32676","Homocodon_brevipes","AM"
"32677","Homocodon_pedicellatus","AM"
"32678","Edraianthus_serbicus_subsp._stankovicii","AM"
"32679","Edraianthus_wettsteinii_subsp._lovcenicus","AM"
"32680","Edraianthus_graminifolius_subsp._siculus","AM"
"32681","Edraianthus_graminifolius","AM"
"32682","Edraianthus_tenuifolius","AM"
"32683","Zeugandra_iranica","AM"
"32684","Azorina_vidalii","AM"
"32685","Feeria_angustifolia","AM"
"32686","Trachelium_caeruleum","AM"
"32687","Musschia_aurea","AM"
"32688","Wahlenbergia_violacea","AM"
"32689","Wahlenbergia_akaroa","AM"
"32690","Wahlenbergia_rupestris","AM"
"32691","Wahlenbergia_littoricola_subsp._vernicosa","AM"
"32692","Wahlenbergia_ramosa","AM"
"32693","Wahlenbergia_planiflora","AM"
"32694","Wahlenbergia_multicaulis","AM"
"32695","Wahlenbergia_gracilis","AM"
"32696","Wahlenbergia_communis","AM"
"32697","Wahlenbergia_littoricola","AM"
"32698","Wahlenbergia_rupicola","AM"
"32699","Wahlenbergia_densifolia","AM"
"32700","Wahlenbergia_gloriosa","AM"
"32701","Wahlenbergia_albomarginata_subsp._laxa","AM"
"32702","Wahlenbergia_albomarginata_subsp._albomarginata","AM"
"32703","Wahlenbergia_albomarginata_subsp._olivina","AM"
"32704","Wahlenbergia_albomarginata_subsp._flexilis","AM"
"32705","Wahlenbergia_matthewsii","AM"
"32706","Wahlenbergia_cartilaginea","AM"
"32707","Wahlenbergia_pygmaea_subsp._pygmaea","AM"
"32708","Wahlenbergia_pygmaea_subsp._tararua","AM"
"32709","Wahlenbergia_pygmaea_subsp._drucei","AM"
"32710","Wahlenbergia_congesta_subsp._haastii","AM"
"32711","Wahlenbergia_telfordii","AM"
"32712","Wahlenbergia_stricta","AM"
"32713","Wahlenbergia_ceracea","AM"
"32714","Wahlenbergia_luteola","AM"
"32715","Wahlenbergia_krebsii","AM"
"32716","Wahlenbergia_unidentata","AM"
"32717","Prismatocarpus_sessilis","AM"
"32718","Prismatocarpus_brevilobus","AM"
"32719","Prismatocarpus_schlechteri","AM"
"32720","Prismatocarpus_diffusus","AM"
"32721","Prismatocarpus_fruticosus","AM"
"32722","Merciera_tenuifolia","AM"
"32723","Merciera_azurea","AM"
"32724","Roella_ciliata","AM"
"32725","Roella_glomerata","AM"
"32726","Craterocapsa_tarsodes","AM"
"32727","Craterocapsa_alfredica","AM"
"32728","Craterocapsa_insizwae","AM"
"32729","Craterocapsa_congesta","AM"
"32730","Craterocapsa_montana","AM"
"32731","Theilera_guthriei","AM"
"32732","Nesocodon_mauritianus","AM"
"32733","Heterochaenia_ensifolia","AM"
"32734","Siphocodon_debilis","AM"
"32735","Siphocodon_spartioides","AM"
"32736","Rhigiophyllum_squarrosum","AM"
"32737","Codonopsis_javanica_subsp._japonica","AM"
"32738","Codonopsis_micrantha","AM"
"32739","Codonopsis_cordifolioidea","AM"
"32740","Codonopsis_benthamii","AM"
"32741","Codonopsis_inflata","AM"
"32742","Codonopsis_affinis","AM"
"32743","Codonopsis_viridis","AM"
"32744","Codonopsis_subglobosa","AM"
"32745","Codonopsis_canescens","AM"
"32746","Codonopsis_minima","AM"
"32747","Codonopsis_ussuriensis","AM"
"32748","Codonopsis_pilosula","AM"
"32749","Codonopsis_pilosula_subsp._handeliana","AM"
"32750","Codonopsis_kawakamii","AM"
"32751","Codonopsis_pilosula_subsp._tangshen","AM"
"32752","Codonopsis_foetens_subsp._nervosa","AM"
"32753","Codonopsis_foetens","AM"
"32754","Codonopsis_bulleyana","AM"
"32755","Codonopsis_thalictrifolia","AM"
"32756","Codonopsis_clematidea","AM"
"32757","Codonopsis_ovata","AM"
"32758","Codonopsis_viridiflora","AM"
"32759","Codonopsis_deltoidea","AM"
"32760","Codonopsis_bhutanica","AM"
"32761","Codonopsis_tsinlingensis","AM"
"32762","Codonopsis_cardiophylla","AM"
"32763","Codonopsis_argentea","AM"
"32764","Codonopsis_subscaposa","AM"
"32765","Codonopsis_tubulosa","AM"
"32766","Codonopsis_farreri","AM"
"32767","Codonopsis_chlorocodon","AM"
"32768","Codonopsis_lanceolata","AM"
"32769","Codonopsis_chimiliensis","AM"
"32770","Codonopsis_subsimplex","AM"
"32771","Codonopsis_convolvulacea","AM"
"32772","Codonopsis_efilamentosa","AM"
"32773","Codonopsis_forrestii","AM"
"32774","Codonopsis_convolvulacea_subsp._forrestii","AM"
"32775","Codonopsis_convolvulacea_subsp._vinciflora","AM"
"32776","Pankycodon_purpureus","AM"
"32777","Himalacodon_dicentrifolius","AM"
"32778","Cyananthus_delavayi","AM"
"32779","Cyananthus_incanus_subsp._petiolatus","AM"
"32780","Cyananthus_incanus_subsp._incanus","AM"
"32781","Cyananthus_longiflorus","AM"
"32782","Cyananthus_flavus_subsp._montanus","AM"
"32783","Cyananthus_formosus","AM"
"32784","Cyananthus_dolichosceles","AM"
"32785","Cyananthus_incanus","AM"
"32786","Cyananthus_macrocalyx","AM"
"32787","Cyananthus_inflatus","AM"
"32788","Cyananthus_lichiangensis","AM"
"32789","Cyananthus_hookeri","AM"
"32790","Cyananthus_lobatus","AM"
"32791","Cyananthus_sericeus","AM"
"32792","Cyananthus_pedunculatus","AM"
"32793","Canarina_eminii","AM"
"32794","Canarina_canariensis","AM"
"32795","Canarina_abyssinica","AM"
"32796","Ostrowskia_magnifica","AM"
"32797","Cyclocodon_lancifolium","AM"
"32798","Cyclocodon_lancifolius","AM"
"32799","Platycodon_grandiflorus_f._albiflorus","AM"
"32800","Platycodon_grandiflorus","AM"
"32801","Cyphia_decora","AM"
"32802","Pseudonemacladus_oppositifolius","AM"
"32803","Lysipomia_lehmannii","AM"
"32804","Lysipomia_cylindrocarpa","AM"
"32805","Lysipomia_laricina","AM"
"32806","Lysipomia_bilineata","AM"
"32807","Lysipomia_caespitosa","AM"
"32808","Lysipomia_sparrei","AM"
"32809","Lysipomia_oellgaardii","AM"
"32810","Lysipomia_cuspidata","AM"
"32811","Lysipomia_vitreola","AM"
"32812","Lysipomia_crassomarginata","AM"
"32813","Lysipomia_brachysiphonia","AM"
"32814","Lysipomia_speciosa","AM"
"32815","Lysipomia_pumila","AM"
"32816","Lysipomia_glandulifera","AM"
"32817","Lysipomia_subpeltata","AM"
"32818","Lysipomia_laciniata","AM"
"32819","Lysipomia_multiflora","AM"
"32820","Lysipomia_sphagnophila","AM"
"32821","Lysipomia_montioides","AM"
"32822","Lysipomia_aretioides","AM"
"32823","Lysipomia_globularis","AM"
"32824","Lysipomia_delicatula","AM"
"32825","Lysipomia_hutchisonii","AM"
"32826","Lysipomia_muscoides","AM"
"32827","Downingia_bacigalupii","AM"
"32828","Downingia_yina","AM"
"32829","Downingia_elegans","AM"
"32830","Downingia_ornatissima","AM"
"32831","Downingia_montana","AM"
"32832","Downingia_concolor","AM"
"32833","Downingia_pusilla","AM"
"32834","Downingia_cuspidata","AM"
"32835","Downingia_bella","AM"
"32836","Downingia_pulchella","AM"
"32837","Downingia_laeta","AM"
"32838","Palmerella_debilis","AM"
"32839","Hippobroma_longiflora","AM"
"32840","Heterotoma_lobelioides","AM"
